City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Thai Binh,VN,2020-06-17 00:11:34,20.45,106.33,84.2,79,20,11.41
306,Naze,JP,2020-06-17 00:11:34,28.37,129.48,78.8,94,75,9.17
307,Teguise,ES,2020-06-17 00:11:34,29.06,-13.56,73.4,73,89,3.36
308,Asfi,MA,2020-06-17 00:11:34,32.3,-9.24,68.25,74,38,17.76
309,Sinnamary,GF,2020-06-17 00:11:35,5.38,-52.95,78.85,87,98,5.93
310,Saint-Francois,FR,2020-06-17 00:11:35,46.42,3.91,55.0,81,91,2.24
311,Kaliganj,BD,2020-06-17 00:11:35,23.41,89.14,81.34,86,100,11.07
312,Genhe,CN,2020-06-17 00:11:35,50.78,121.52,62.74,62,0,4.32
313,Erdemli,TR,2020-06-17 00:11:35,36.6,34.31,73.06,65,1,5.68
314,Cardston,CA,2020-06-17 00:11:36,49.2,-113.3,62.01,67,90,12.75
315,Letnica,PL,2020-06-17 00:11:36,51.9,15.33,64.0,75,47,3.42
316,Kishi,NG,2020-06-17 00:11:36,9.08,3.85,75.74,91,43,8.86
317,Moussoro,TD,2020-06-17 00:11:36,13.64,16.49,94.96,31,19,5.57
318,Arraial Do Cabo,BR,2020-06-17 00:11:36,-22.97,-42.03,69.82,76,12,14.94
319,Dustlik,UZ,2020-06-17 00:11:03,40.52,68.04,62.53,39,30,3.53
320,Requena,ES,2020-06-17 00:11:37,39.49,-1.1,60.01,84,72,0.67
321,Port Shepstone,ZA,2020-06-17 00:11:37,-30.74,30.45,58.87,80,95,8.3
322,Karratha,AU,2020-06-17 00:11:37,-20.74,116.85,72.64,40,0,6.93
323,Carman,CA,2020-06-17 00:11:38,49.5,-98.0,82.99,61,90,14.99
324,Baykit,RU,2020-06-17 00:11:38,61.67,96.37,52.43,59,99,5.55
325,Narrabri,AU,2020-06-17 00:11:38,-30.32,149.78,57.99,76,0,10.29
326,Yar-Sale,RU,2020-06-17 00:11:38,66.83,70.83,41.11,64,72,12.8
327,Clonakilty,IE,2020-06-17 00:11:38,51.62,-8.87,55.4,87,75,14.99
328,Faya,SA,2020-06-17 00:11:39,18.39,42.45,69.8,32,37,1.88
329,Leshukonskoye,RU,2020-06-17 00:11:39,64.9,45.76,36.23,83,22,4.85
330,Ilulissat,GL,2020-06-17 00:11:39,69.22,-51.1,39.2,82,97,9.17
331,Malatya,TR,2020-06-17 00:11:39,38.5,38.0,71.6,40,0,8.39
332,Kota Kinabalu,MY,2020-06-17 00:09:06,5.97,116.07,82.4,83,20,3.36
333,Flinders,AU,2020-06-17 00:11:40,-34.58,150.86,61.0,76,14,4.0
334,Talavera De La Reina,ES,2020-06-17 00:11:40,39.96,-4.83,64.99,53,22,4.0
335,Stephenville,US,2020-06-17 00:11:40,32.22,-98.2,91.4,29,1,12.75
336,Villiers,ZA,2020-06-17 00:11:41,-27.03,28.6,38.66,88,89,6.93
337,Kalemie,CD,2020-06-17 00:11:41,-5.95,29.19,66.72,66,0,2.39
338,Bathurst,AU,2020-06-17 00:09:17,-33.42,149.58,52.0,72,1,6.24
339,Poum,NC,2020-06-17 00:11:41,-20.23,164.02,74.7,71,0,6.06
340,Bilma,NE,2020-06-17 00:11:42,18.69,12.92,87.21,13,0,17.18
341,Meulaboh,ID,2020-06-17 00:11:42,4.14,96.13,77.88,75,99,4.41
342,Jalingo,NG,2020-06-17 00:11:42,8.88,11.37,73.53,87,100,4.05
343,Half Moon Bay,US,2020-06-17 00:11:42,37.46,-122.43,71.01,72,20,19.46
344,Naduvattam,IN,2020-06-17 00:11:42,11.48,76.57,56.95,100,100,5.28
345,Prince Rupert,CA,2020-06-17 00:09:02,54.32,-130.32,55.4,76,90,5.82
346,Methven,NZ,2020-06-17 00:11:43,-43.63,171.65,64.0,36,20,8.01
347,Fare,PF,2020-06-17 00:11:43,-16.7,-151.02,80.78,80,86,11.32
348,Black River,JM,2020-06-17 00:11:43,18.03,-77.85,84.2,74,20,4.7
349,Yichang,CN,2020-06-17 00:11:44,30.71,111.28,75.99,86,93,1.01
350,Arman,RU,2020-06-17 00:11:44,59.7,150.17,61.41,49,62,8.16
351,Tateyama,JP,2020-06-17 00:11:44,34.98,139.87,82.0,73,75,11.41
352,Shelburne,CA,2020-06-17 00:07:13,44.08,-80.2,77.0,31,1,4.7
353,Yining,CN,2020-06-17 00:11:45,29.04,114.56,84.18,71,57,4.36
354,Ugoofaaru,MV,2020-06-17 00:11:45,5.67,73.0,84.42,79,3,17.87
355,Noyabrsk,RU,2020-06-17 00:11:39,63.2,75.45,53.78,95,97,4.65
356,Khatanga,RU,2020-06-17 00:11:45,71.97,102.5,49.89,49,94,7.18
357,Itaituba,BR,2020-06-17 00:09:57,-4.28,-55.98,80.78,70,52,2.51
358,Krasnoshchekovo,RU,2020-06-17 00:11:46,51.67,82.73,54.73,86,92,5.97
359,Ziro,IN,2020-06-17 00:11:46,27.63,93.83,60.13,100,79,0.45
360,Hambantota,LK,2020-06-17 00:11:46,6.12,81.12,80.96,84,88,13.89
361,Laguna,US,2020-06-17 00:11:47,38.42,-121.42,84.99,21,1,4.7
362,Nemuro,JP,2020-06-17 00:11:47,43.32,145.57,55.4,93,75,5.82
363,Buraydah,SA,2020-06-17 00:11:47,26.33,43.98,91.4,21,4,14.99
364,Ekhabi,RU,2020-06-17 00:11:47,53.51,142.97,40.69,92,100,5.73
365,Zhezkazgan,KZ,2020-06-17 00:11:48,47.8,67.71,54.01,72,15,9.75
366,Ojinaga,MX,2020-06-17 00:11:48,29.57,-104.42,98.6,13,1,3.85
367,Atambua,ID,2020-06-17 00:11:48,-9.11,124.89,77.25,66,92,6.91
368,Verkh-Usugli,RU,2020-06-17 00:11:48,52.7,115.17,63.68,77,93,2.51
369,Mount Gambier,AU,2020-06-17 00:11:49,-37.83,140.77,46.4,100,90,4.18
370,Kochki,RU,2020-06-17 00:11:49,54.34,80.48,49.75,83,45,9.1
371,Beroroha,MG,2020-06-17 00:11:49,-21.67,45.17,64.15,76,24,4.63
372,Gwadar,PK,2020-06-17 00:11:49,25.12,62.33,83.91,87,75,4.56
373,Ust-Kuyga,RU,2020-06-17 00:11:49,70.02,135.6,67.87,47,100,4.72
374,Tarauaca,BR,2020-06-17 00:11:50,-8.16,-70.77,75.51,76,18,1.81
375,Grand Forks,US,2020-06-17 00:11:50,47.93,-97.03,93.2,28,75,27.51
376,Borazjan,IR,2020-06-17 00:11:50,29.27,51.22,85.84,22,0,1.63
377,Rach Gia,VN,2020-06-17 00:11:21,10.02,105.08,78.8,100,40,3.04
378,Pitimbu,BR,2020-06-17 00:11:50,-7.47,-34.81,75.2,94,20,4.7
379,Gari,RU,2020-06-17 00:11:51,59.43,62.35,60.76,74,30,9.93
380,Ambon,ID,2020-06-17 00:11:51,-3.7,128.18,75.2,94,75,5.82
381,Cusuna,HN,2020-06-17 00:11:51,15.85,-85.23,78.64,86,100,7.14
382,Viking,CA,2020-06-17 00:11:51,53.1,-111.77,68.0,39,1,5.01
383,Dingle,PH,2020-06-17 00:11:51,11.0,122.67,83.35,72,90,4.94
384,Wakkanai,JP,2020-06-17 00:11:52,45.41,141.67,51.8,87,75,9.17
385,Lavumisa,SZ,2020-06-17 00:11:52,-27.31,31.89,55.08,82,100,3.62
386,Umm Kaddadah,SD,2020-06-17 00:11:52,13.6,26.69,89.22,25,100,7.54
387,Luderitz,NA,2020-06-17 00:11:52,-26.65,15.16,75.2,9,0,23.04
388,Jalu,LY,2020-06-17 00:11:53,29.03,21.55,68.77,77,0,14.65
389,Kijang,KR,2020-06-17 00:11:53,35.24,129.21,69.8,56,95,2.24
390,Imbituba,BR,2020-06-17 00:11:53,-28.24,-48.67,66.2,100,90,5.82
391,Werda,BW,2020-06-17 00:11:53,-25.27,23.28,46.62,74,0,15.48
392,Tocopilla,CL,2020-06-17 00:11:54,-22.09,-70.2,60.46,65,60,3.98
393,Havoysund,NO,2020-06-17 00:11:54,71.0,24.66,42.8,75,75,17.22
394,Magalia,US,2020-06-17 00:11:54,39.81,-121.58,84.0,14,40,13.87
395,Balaipungut,ID,2020-06-17 00:10:07,1.05,101.28,76.05,92,57,1.88
396,Gorom-Gorom,BF,2020-06-17 00:11:54,14.44,-0.24,96.66,22,42,13.67
397,Moose Factory,CA,2020-06-17 00:11:55,51.26,-80.61,80.6,47,1,18.34
398,Quang Ngai,VN,2020-06-17 00:11:55,15.12,108.8,74.86,91,100,6.24
399,Grants,US,2020-06-17 00:06:55,35.15,-107.85,86.0,13,1,14.99
400,Touros,BR,2020-06-17 00:11:55,-5.2,-35.46,75.2,94,40,5.82
401,Oktyabrskiy,RU,2020-06-17 00:11:55,54.48,53.47,55.47,88,15,3.89
402,Dinard,FR,2020-06-17 00:11:56,48.63,-2.06,55.99,100,32,1.07
403,Sao Joao Da Barra,BR,2020-06-17 00:11:56,-21.64,-41.05,70.09,78,73,12.48
404,Bonfim,BR,2020-06-17 00:11:56,3.08,-59.95,78.96,84,61,3.87
405,Camocim,BR,2020-06-17 00:11:56,-2.9,-40.84,78.33,84,16,11.59
406,Goderich,CA,2020-06-17 00:11:56,43.75,-81.72,64.99,67,0,4.07
407,Lulea,SE,2020-06-17 00:11:57,65.58,22.15,48.2,87,0,3.36
408,Tongling,CN,2020-06-17 00:11:57,30.95,117.78,83.59,79,70,8.43
409,Eureka,US,2020-06-17 00:11:57,40.8,-124.16,64.0,63,1,13.87
410,Mujiayingzi,CN,2020-06-17 00:11:57,42.12,118.78,82.2,23,68,9.33
411,Bubaque,GW,2020-06-17 00:11:57,11.28,-15.83,80.92,85,21,13.4
412,Nizip,TR,2020-06-17 00:11:57,37.01,37.79,71.6,53,0,8.05
413,Orchard Homes,US,2020-06-17 00:11:58,46.86,-114.05,63.0,51,75,19.46
414,Eenhana,NA,2020-06-17 00:11:58,-17.47,16.33,55.4,58,0,3.36
415,Taoudenni,ML,2020-06-17 00:11:58,22.68,-3.98,98.19,9,0,15.95
416,Tianpeng,CN,2020-06-17 00:11:58,30.99,103.94,78.01,1,100,2.46
417,Molepolole,BW,2020-06-17 00:11:59,-24.41,25.5,46.4,87,60,8.05
418,Manavalakurichi,IN,2020-06-17 00:11:59,8.13,77.3,82.4,83,20,2.24
419,Inta,RU,2020-06-17 00:11:59,66.03,60.17,39.18,72,41,14.43
420,Burnie,AU,2020-06-17 00:11:59,-41.07,145.92,48.99,67,5,3.0
421,Karatau,KZ,2020-06-17 00:12:00,43.17,70.47,54.48,59,0,4.56
422,Kasamwa,TZ,2020-06-17 00:12:00,-2.85,32.43,63.3,63,33,4.83
423,Shache,CN,2020-06-17 00:12:00,38.42,77.24,72.12,21,52,10.58
424,Vilhena,BR,2020-06-17 00:09:00,-12.74,-60.15,71.6,83,8,4.7
425,Bani Walid,LY,2020-06-17 00:09:06,31.76,13.99,68.67,48,0,8.99
426,Synya,RU,2020-06-17 00:12:01,65.37,58.04,38.3,76,32,7.61
427,Novyy Urengoy,RU,2020-06-17 00:12:02,66.08,76.63,45.45,64,100,3.47
428,Tonj,SS,2020-06-17 00:12:02,7.27,28.68,73.49,84,85,4.65
429,Alizai,PK,2020-06-17 00:12:02,33.54,70.35,76.66,19,0,3.8
430,Ahipara,NZ,2020-06-17 00:12:02,-35.17,173.17,62.69,74,83,9.89
431,Aasiaat,GL,2020-06-17 00:12:03,68.71,-52.87,35.24,87,96,9.44
432,Bam,IR,2020-06-17 00:12:03,29.11,58.36,89.49,11,61,15.39
433,Komsomolskiy,UZ,2020-06-17 00:12:03,40.43,71.72,68.0,52,24,2.24
434,Kindu,CD,2020-06-17 00:12:04,-2.95,25.95,68.09,69,57,2.42
435,Chuguyevka,RU,2020-06-17 00:12:04,44.17,133.86,56.7,91,94,5.7
436,Thakurgaon,BD,2020-06-17 00:12:04,26.03,88.47,79.02,92,100,8.46
437,Qaqortoq,GL,2020-06-17 00:07:55,60.72,-46.03,41.0,80,9,9.17
438,Zalantun,CN,2020-06-17 00:12:05,48.0,122.72,64.27,69,20,11.18
439,Kauhajoki,FI,2020-06-17 00:12:05,62.43,22.18,57.2,71,33,3.36
440,Zhigalovo,RU,2020-06-17 00:12:05,54.81,105.16,56.26,55,49,3.02
441,Verkhoyansk,RU,2020-06-17 00:12:06,67.54,133.38,74.32,39,84,10.54
442,Aykhal,RU,2020-06-17 00:12:06,66.0,111.5,55.4,50,52,4.47
443,Chirnogeni,RO,2020-06-17 00:12:06,43.9,28.23,63.0,93,75,3.36
444,Tema,GH,2020-06-17 00:12:06,5.67,-0.02,80.6,88,75,13.87
445,Cabatuan,PH,2020-06-17 00:12:06,10.88,122.49,83.28,72,91,7.34
446,Standerton,ZA,2020-06-17 00:12:07,-26.93,29.24,42.01,92,60,1.01
447,Berdigestyakh,RU,2020-06-17 00:12:07,62.1,126.7,70.36,42,5,11.01
448,Vao,NC,2020-06-17 00:12:07,-22.67,167.48,73.06,81,59,18.81
449,Kitama,TZ,2020-06-17 00:12:07,-10.72,39.73,61.77,93,4,5.66
450,Jumla,NP,2020-06-17 00:12:08,29.27,82.18,61.41,69,72,0.72
451,Nhulunbuy,AU,2020-06-17 00:12:09,-12.23,136.77,82.4,65,40,17.22
452,Orissaare,EE,2020-06-17 00:12:09,58.56,23.08,60.8,82,0,4.7
453,Gushi,CN,2020-06-17 00:12:09,34.64,109.58,66.0,94,100,2.59
454,Dunedin,NZ,2020-06-17 00:12:09,-45.87,170.5,59.0,54,100,11.01
455,Guerrero Negro,MX,2020-06-17 00:12:10,27.98,-114.06,71.13,61,3,16.93
456,Elk City,US,2020-06-17 00:12:10,35.41,-99.4,91.4,33,40,17.22
457,Acapulco,MX,2020-06-17 00:08:46,16.86,-99.89,87.8,74,5,13.87
458,Seoul,KR,2020-06-17 00:07:12,37.57,126.98,75.2,60,87,4.7
459,Cayenne,GF,2020-06-17 00:12:10,4.93,-52.33,77.0,100,75,1.12
460,Rundu,NA,2020-06-17 00:12:11,-17.93,19.77,51.19,55,0,4.99
461,Liuzhou,CN,2020-06-17 00:12:11,24.31,109.39,79.79,83,70,11.39
462,Bathsheba,BB,2020-06-17 00:12:11,13.22,-59.52,80.6,83,40,20.8
463,Port Hedland,AU,2020-06-17 00:12:11,-20.32,118.57,64.4,63,0,4.7
464,Irpa Irpa,BO,2020-06-17 00:12:12,-17.72,-66.27,62.6,39,40,3.36
465,Northam,GB,2020-06-17 00:12:12,51.03,-4.22,57.0,97,72,3.0
466,Kisangani,CD,2020-06-17 00:12:12,0.52,25.2,71.8,79,61,1.21
467,Cockburn Town,TC,2020-06-17 00:12:13,21.46,-71.14,84.2,74,75,9.17
468,Tsabong,BW,2020-06-17 00:12:13,-26.02,22.4,44.96,79,0,12.33
469,Linxia,CN,2020-06-17 00:12:13,35.6,103.21,58.66,63,99,5.06
470,Emerald,AU,2020-06-17 00:12:13,-23.53,148.17,64.99,59,0,18.34
471,Odienne,CI,2020-06-17 00:12:13,9.51,-7.57,73.09,91,62,4.41
472,Kaina,NG,2020-06-17 00:12:14,12.64,8.59,84.2,70,66,8.05
473,Victoria,HK,2020-06-17 00:08:44,22.29,114.16,87.01,70,1,5.01
474,Acurenam,GQ,2020-06-17 00:12:14,1.03,10.65,70.21,98,100,1.9
475,Polewali,ID,2020-06-17 00:12:14,-3.43,119.34,77.72,82,89,2.64
476,Evensk,RU,2020-06-17 00:12:15,61.95,159.23,56.89,51,100,9.98
477,Vera Cruz,BR,2020-06-17 00:12:15,-12.63,-41.03,65.64,86,20,6.53
478,Ndele,CF,2020-06-17 00:12:15,8.41,20.65,71.37,92,66,4.63
479,Makubetsu,JP,2020-06-17 00:12:15,45.37,141.82,51.8,87,75,9.17
480,Puerto Del Rosario,ES,2020-06-17 00:12:16,28.5,-13.86,73.4,83,65,5.82
481,Sanchor,IN,2020-06-17 00:12:16,24.76,71.77,86.83,69,22,12.19
482,Nioro,GM,2020-06-17 00:12:16,13.35,-15.75,83.71,59,32,9.35
483,Vardo,NO,2020-06-17 00:12:16,70.37,31.11,43.47,74,92,15.43
484,Kilis,TR,2020-06-17 00:12:16,36.72,37.12,71.6,53,0,8.05
485,Long Beach,US,2020-06-17 00:12:17,33.77,-118.19,73.0,56,1,10.29
486,Roma,US,2020-06-17 00:11:16,43.21,-75.46,75.2,44,1,4.7
487,Ruteng,ID,2020-06-17 00:12:17,-8.61,120.47,66.02,100,69,3.98
488,Tura,IN,2020-06-17 00:12:17,25.52,90.22,74.82,98,100,2.33
489,Upata,VE,2020-06-17 00:12:17,8.01,-62.4,79.0,81,91,1.01
490,Sisimiut,GL,2020-06-17 00:12:18,66.94,-53.67,36.0,84,100,5.66
491,Tutoia,BR,2020-06-17 00:12:18,-2.76,-42.27,77.47,85,1,3.71
492,Matiari,PK,2020-06-17 00:12:18,25.6,68.45,86.0,70,17,9.17
493,Cotonou,BJ,2020-06-17 00:11:45,6.37,2.42,82.4,83,20,14.99
494,Iralaya,HN,2020-06-17 00:12:20,15.0,-83.23,78.8,94,75,12.24
495,Sayyan,YE,2020-06-17 00:12:20,15.17,44.32,65.71,35,66,1.88
496,San Quintin,MX,2020-06-17 00:12:20,30.48,-115.95,68.02,68,31,10.74
497,Lagoa,PT,2020-06-17 00:12:20,39.05,-27.98,64.4,91,22,19.46
498,Cherskiy,RU,2020-06-17 00:12:21,68.75,161.3,77.97,26,46,5.3
499,Mulege,MX,2020-06-17 00:12:21,26.88,-111.98,94.42,27,0,1.57
500,Beringovskiy,RU,2020-06-17 00:12:08,63.05,179.32,47.77,70,59,5.68
501,Beloha,MG,2020-06-17 00:12:21,-25.17,45.05,62.56,74,9,11.79
502,Dicabisagan,PH,2020-06-17 00:12:22,17.08,122.42,84.24,71,54,5.44
503,Naryan-Mar,RU,2020-06-17 00:12:22,67.67,53.09,40.44,71,93,18.86
504,Salinopolis,BR,2020-06-17 00:12:22,-0.61,-47.36,79.16,85,79,10.4
505,Lompoc,US,2020-06-17 00:12:22,34.64,-120.46,68.0,52,0,13.87
506,Bamako,ML,2020-06-17 00:12:22,12.65,-8.0,86.0,62,76,4.7
507,Maryborough,AU,2020-06-17 00:12:23,-25.53,152.7,72.0,76,12,8.99
508,Moundou,TD,2020-06-17 00:12:23,8.57,16.08,77.07,76,49,3.42
509,Comodoro Rivadavia,AR,2020-06-17 00:12:23,-45.87,-67.5,53.6,54,1,16.11
510,Nador,MA,2020-06-17 00:12:23,35.17,-2.93,71.6,64,11,13.87
511,Gravdal,NO,2020-06-17 00:12:23,68.12,13.5,50.72,76,3,8.08
512,Humaita,BR,2020-06-17 00:12:24,-7.51,-63.02,80.51,63,31,2.46
513,Demmin,DE,2020-06-17 00:12:24,53.91,13.03,61.0,71,40,2.24
514,Neuquen,AR,2020-06-17 00:08:05,-38.95,-68.06,42.8,81,89,2.24
515,Whitianga,NZ,2020-06-17 00:12:24,-36.83,175.7,61.11,69,4,7.31
516,Curuca,BR,2020-06-17 00:12:25,-0.73,-47.85,74.93,94,78,4.68
517,Hokitika,NZ,2020-06-17 00:12:25,-42.72,170.97,57.87,87,73,6.98
518,Antofagasta,CL,2020-06-17 00:12:25,-23.65,-70.4,60.8,72,90,5.82
519,Merauke,ID,2020-06-17 00:12:25,-8.47,140.33,81.48,72,21,15.1
520,Port Arthur,CN,2020-06-17 00:12:26,38.8,121.27,78.8,57,86,8.95
521,Grand Gaube,MU,2020-06-17 00:12:26,-20.01,57.66,69.8,83,40,13.87
522,Catamarca,AR,2020-06-17 00:12:26,-28.47,-65.79,60.01,57,88,1.99
523,Puerto Narino,CO,2020-06-17 00:12:26,-3.77,-70.38,78.8,100,20,0.67
524,Orlik,RU,2020-06-17 00:12:26,52.52,99.83,51.78,55,17,0.54
525,Port Hardy,CA,2020-06-17 00:12:27,50.7,-127.42,60.8,67,20,13.87
526,Ligayan,PH,2020-06-17 00:12:27,4.65,119.47,84.34,70,1,5.21
527,Vila,PT,2020-06-17 00:07:41,42.03,-8.16,60.01,82,90,0.27
528,Mareeba,AU,2020-06-17 00:12:27,-17.0,145.43,77.0,74,8,5.01
529,Turukhansk,RU,2020-06-17 00:12:28,65.82,87.98,46.36,74,97,1.48
530,Krasnoselkup,RU,2020-06-17 00:12:28,65.7,82.47,44.87,66,97,4.05
531,Warri,NG,2020-06-17 00:12:28,5.52,5.75,75.81,96,85,3.42
532,Kampene,CD,2020-06-17 00:12:28,-3.6,26.67,66.69,64,13,2.01
533,Srednyaya Yelyuzan,RU,2020-06-17 00:12:28,53.02,45.95,64.0,61,26,2.1
534,Beyneu,KZ,2020-06-17 00:12:29,45.32,55.2,68.54,32,0,1.7
535,Yorkton,CA,2020-06-17 00:12:29,51.22,-102.47,80.6,32,75,13.87
536,Kang,BW,2020-06-17 00:12:29,-23.68,22.79,44.76,68,0,8.23
537,Sur,OM,2020-06-17 00:12:30,22.57,59.53,89.33,50,18,10.04
538,Sorong,ID,2020-06-17 00:12:30,-0.88,131.25,80.28,81,55,8.68
539,Morgan City,US,2020-06-17 00:12:30,29.7,-91.21,89.6,46,1,8.05
540,Fort Saint James,CA,2020-06-17 00:12:30,54.43,-124.25,64.33,40,100,6.8
541,Wanning,CN,2020-06-17 00:12:31,18.8,110.4,82.26,76,47,16.6
542,Ahuimanu,US,2020-06-17 00:12:31,21.44,-157.84,91.4,49,90,11.41
543,Karymskoye,RU,2020-06-17 00:12:31,51.62,114.35,67.86,66,95,4.56
544,Baie-Saint-Paul,CA,2020-06-17 00:12:31,47.44,-70.5,78.01,38,40,3.0
545,Omsukchan,RU,2020-06-17 00:12:32,62.53,155.8,67.64,44,96,7.72
546,Kautokeino,NO,2020-06-17 00:12:32,69.01,23.04,43.41,67,0,8.55
547,Camapua,BR,2020-06-17 00:12:32,-19.53,-54.04,70.18,64,0,8.41
548,Kailua,US,2020-06-17 00:12:32,21.4,-157.74,91.4,49,90,11.41
549,Saint-Pierre,RE,2020-06-17 00:12:32,-21.34,55.48,64.4,82,75,10.29
550,Waiuku,NZ,2020-06-17 00:12:33,-37.25,174.75,64.0,77,24,9.17
551,Grindavik,IS,2020-06-17 00:12:33,63.84,-22.43,42.8,93,40,8.05
552,Atar,MR,2020-06-17 00:12:33,20.52,-13.05,99.0,18,58,12.41
553,Xudat,AZ,2020-06-17 00:12:33,41.63,48.68,71.65,60,0,12.35
554,Kota Bahru,MY,2020-06-17 00:12:34,6.13,102.24,77.0,88,20,3.36
555,Qasigiannguit,GL,2020-06-17 00:12:34,68.82,-51.19,39.2,81,89,9.17
556,Kendari,ID,2020-06-17 00:12:34,-3.94,122.5,77.68,90,58,3.02
